"HM91","HM91 - EMPTY SPACE","HM91EMPTY","HM91",0,0,0,0,1,0,1,0,"2023-08-28 12:27:06","HYMOD",6
"BH77","HPR700 E&N TYPE 2","HPR700E&N","NYLEC",40,10,30,0,1,0,40,0,"2023-09-01 15:35:25","Top Hat",6
"BH34","HPR-CONTROL SWITCH MOUNTING","HPRCSMTHSTD","NYLEC",120,40,80,3.91,1,3.91,161,629.51,"2023-09-06 14:33:23","Top Hat",6
"BH39","HPR DUCT MOUNTING BRACKET","HPRDMB","NYLEC",200,50,150,2.07,1,2.07,165,341.55,"2023-09-01 15:19:11","Top Hat",30
"BH33","F50DV TOP HAT FOR HPR","HPRF50DVMSMTH","NYLEC",40,10,30,8.28,1,8.28,32,264.96,"2023-08-28 12:27:06","Top Hat",6
"BH79","HPR-HPC LOW PAN CHASSIS MOUNTING TOP HAT","HPRHPCCMTH","NYLEC",20,10,10,4.9,1,4.9,51,249.9,"2023-09-22 11:12:51","Top Hat",6
"BH78","HPR-CONTROL SWITCH MOUNTING","HPRLCSMTHL","NYLEC",20,10,10,6.5,1,6.5,40,260,"2023-09-06 09:08:45","Top Hat",6
"BH31","HPR-QF CHASSIS","HPRQFCMTH","NYLEC",20,10,10,6.21,1,6.21,51,316.71,"2023-09-20 15:11:24","Top Hat",6
"BH80","HPR METAL SEGREGATION","HPRSEGBKT","NYLEC",10,5,5,0,1,0,11,0,"2023-09-01 15:35:53","Top Hat",6
"BH75","SK204 TOP HAT FOR HPR","HPRTHSK204","NYLEC",20,10,10,8.2,1,8.2,12,98.4,"2023-09-01 15:33:23","Top Hat",6
"BH37","HPR SELECTOR SWITCH MOUNTING","HPRTHSSDIN","NYLEC",50,20,30,4.8,1,4.8,44,211.2,"2023-08-28 12:27:06","Top Hat",6
"BH71","HPS E&N MOUNTING BRACKET(400)","HPS-E&NBKT(400)","NYLEC",30,10,20,8.63,1,8.63,29,250.27,"2023-09-01 15:31:43","Top Hat",20
